name,idx
Fowl adenovirus C complete genome,89
Fowl aviadenovirus C strain C2 B FAdV 10,90
Southern Psittacara leucophthalmus aviadenovirus isolate BR_DF2,91
Tawny frogmouth aviadenovirus A isolate AU TFM1281970,92
Fowl adenovirus 5 strain 340,93
Psittacine aviadenovirus B isolate CS15 4016,94
MAG: Adenoviridae sp. isolate sis058ade1 genomic sequence,95
MAG: Adenoviridae sp. isolate thr146ade1nc genomic sequence,96
Fowl adenovirus A,97
Psittacine adenovirus 3 isolate HKU Parrot19,98
Bovine adenovirus D,99
Bovine adenovirus type 5 hexon gene,100
Bovine adenovirus type 8 hexon gene,101
Bovine adenovirus 6 strain 671130,102
MAG: Adenoviridae sp. isolate par083ade1 genomic sequence,103
Bearded dragon adenovirus 1 strain BD5H2,104
Duck adenovirus A,105
MAG: Adenoviridae sp. isolate warbler203 genomic sequence,106
Lizard adenovirus 2 isolate 23 06,107
Passerine adenovirus 1 isolate AU2787,108
Ovine adenovirus 7,109
MAG: Adenoviridae sp. isolate wwb174ade01 genomic sequence,110
Snake adenovirus,111
Tern atadenovirus 1 isolate SIB_81,112
Possum adenovirus 1 penton base protein gene,113
White sturgeon adenovirus 1 isolate WSAdV1 1996,114
Human adenovirus 18 isolate D.C.,115
UNVERIFIED: Simian adenovirus ch1 isolate SAdV ch1 genomic sequence,116
UNVERIFIED: Egyptian fruit bat adenovirus isolate 3085,117
Simian adenovirus 16 strain C 8,118
Bat mastadenovirus Vs9 DNA,119
Human adenovirus B1,120
Human adenovirus B2,121
Human adenovirus type 14 strain de Wit,122
Human adenovirus type 16 strain ch. 79,123
Human adenovirus type 21 strain AV 1645,124
Human adenovirus type 34 strain Compton,125
Human adenovirus type 35 strain Holden,126
Human adenovirus type 50 strain Wan,127
Sequence 1 from patent US 6083716,128
Sequence 71 from Patent WO2009073103,129
Sequence 103 from Patent WO2009073103,130
Sequence 134 from Patent WO2009073103,131
Sequence 1 from Patent WO2010138675,132
Simian adenovirus 46,133
Simian adenovirus 47,134
Simian adenovirus 28 (gorilla),135
Simian adenovirus 35 (bonobo),136
Recombinant adenovirus and mutant adenovirus induced from bovine adenovirus type 1,137
Bovine adenovirus 3 complete genome,138
Bovine adenovirus type 2,139
Ovine adenovirus 2 strain PX515 hexon gene,140
Ovine adenovirus 3 strain PX611 hexon gene,141
Ovine adenovirus 5 strain SAV hexon gene,142
Human adenovirus C,143
Sequence 1 from Patent WO2005071093,144
Human adenovirus type 1 subgroup C,145
Mastadenovirus h5 gene,146
Human adenovirus 6 strain Tonsil 99 prototype,147
Sequence 32 from Patent WO2009105084,148
Sequence 1 from Patent WO2009105084,149
Sequence 33 from Patent WO2009136977,150
Simian adenovirus 43,151
Simian adenovirus 44,152
Simian adenovirus 45,153
Canine adenovirus,154
Canine adenovirus type 2 strain Toronto A26 61 complete genome,155
Deer mastadenovirus B isolate 1319,156
Mastadenovirus sp. isolate WA3301,157
Simian adenovirus 18,158
Simian adenovirus 17 strain B 105,159
Murine adenovirus 3,160
Simian adenovirus 19 strain AA153,161
Baboon adenovirus 3 isolate BaAdV 2,162
Bottlenose dolphin adenovirus 1 isolate BdAdV 1_2014 genome assembly,163
Bottlenose dolphin adenovirus 1 strain Tt11018,164
Dipodomys ordii isolate 6190 unplaced genomic scaffold,165
Human adenovirus D,166
Human adenovirus 8 genomic DNA,167
Human adenovirus 10,168
Human adenovirus 13,169
Human adenovirus 19,170
Human adenovirus 20,171
Human adenovirus 22 isolate AV 2711,172
Human adenovirus 23,173
Human adenovirus 24,174
Human adenovirus 25,175
Human adenovirus 27,176
Human adenovirus 28 strain BP 5,177
Human adenovirus 29,178
Human adenovirus 30 isolate USA BP 7 1 1959 30 P30H30F30,179
Human adenovirus 32,180
Human adenovirus 33,181
Human adenovirus 36 from USA,182
Human adenovirus 38,183
Human adenovirus 39,184
Human adenovirus 42,185
Human adenovirus 43,186
Human adenovirus 44,187
Human adenovirus 45,188
Human adenovirus type 46,189
Human adenovirus type 48,190
Human adenovirus type 49,191
Human adenovirus 51,192
Human adenovirus D strain human DEU IAI 1 2005 53P37H22F8,193
Human adenovirus 54,194
Human adenovirus 56,195
Eidolon helvum adenovirus DNA,196
Equine adenovirus 1 strain M1,197
Equine adenovirus 2 isolate EAdV2.385 75.9,198
Human adenovirus E,199
Sequence 2 from Patent WO2005071093,200
Chimpanzee adenovirus Y25,201
Simian adenovirus 22 strain ATCC VR 591,202
Simian adenovirus 23 strain ATCC VR 592,203
Sequence 162 from Patent WO2009073104,204
Simian adenovirus 30,205
Sequence 1 from Patent WO2009136977,206
Sequence 65 from Patent WO2009073104,207
Sequence 1 from Patent WO2009073104,208
Simian adenovirus 37.2,209
Human adenovirus 41 isolate Tak,210
Simian mastadenovirus WIV19,211
Bat mastadenovirus WIV13,212
Lemur mastadenovirus isolate 204,213
Simian adenovirus 49,214
Baboon adenovirus 1 isolate BaAdV 1,215
Cynomolgus adenovirus 1 isolate UK UK 1 2004,216
Simian adenovirus 8 strain P 5,217
Simian adenovirus 50 isolate 18222,218
Simian adenovirus A1139,219
Simian adenovirus 13 strain P 9,220
Bat mastadenovirus G isolate 250 A,221
Bat mastadenovirus WIV12,222
Murine adenovirus 2,223
Bat mastadenovirus A Mm32 DNA,224
California sea lion adenovirus 1 strain Zc11 030,225
Ovine adenovirus 8 strain 7508,226
Ovine adenovirus 1 strain S1 hexon gene,227
Harbour porpoise adenovirus 1 strain HpAdV 1,228
Bat adenovirus 2,229
Mastadenovirus porcusquartum isolate HNU1,230
Porcine adenovirus 3 strain 6618,231
Mastadenovirus sus1 pVIII protein (ORF 1) gene,232
Bat mastadenovirus WIV17,233
Bat mastadenovirus WIV18,234
Simian adenovirus DM 2014 isolate 23336,235
Bat mastadenovirus WIV9,236
Simian adenovirus 1,237
Simian adenovirus 2 strain SV11,238
Simian adenovirus 7,239
Simian adenovirus 11 strain P 10,240
Simian adenovirus 12 IVa2 and DNA dependent DNA polymerase genes,241
Simian adenovirus 15 IVa2 and DNA dependent DNA polymerase genes,242
Rhesus adenovirus 51,243
Rhesus adenovirus 52,244
Simian adenovirus 58,245
Red squirrel adenovirus 1 strain DE 2013 Sciurus vulgaris 2013Pa405 00252,246
Simian adenovirus 3,247
Simian adenovirus 4 IVa2 and DNA dependent DNA polymerase genes,248
Simian adenovirus 6 strain SV 39 from USA,249
Simian adenovirus 9 IVa2 and DNA dependent DNA polymerase genes,250
Simian adenovirus 10 IVa2 and DNA dependent DNA polymerase genes,251
Simian adenovirus 48 isolate AJ75,252
Simian adenovirus 20 strain ATCC VR 541,253
Titi monkey adenovirus ECC 2011,254
Reindeer adenovirus 1 strain UK_2021,255
Skunk adenovirus PB1,256
Tree shrew adenovirus 1,257
Polar bear mastadenovirus 1 isolate BK35,258
Psittacine adenovirus 2 strain WVL19065 01E,259
Hemorrhagic enteritis virus,260
Great tit adenovirus 1 IVa2 gene,261
Frog adenovirus 1,262
Raptor adenovirus A,263
MAG: Psittacine adenovirus 7 isolate CorAdV1 Melbourne 2015,264
Chinstrap penguin adenovirus 2 isolate CSPAdV_2,265
Siadenovirus sp. isolate IDL20 0871,266
Siadenovirus IDL19 3602,267
Psittacine adenovirus 6 isolate BrdKdnyDNA,268
Red eared slider adenovirus 1 isolate 2010Z01 IVa2 gene,269
Dickeya phage vB_DsoM_AD1,270
Erwinia phage vB_EamM_Alexandra,271
Erwinia phage pEa_SNUABM_1,272
Erwinia phage pEa_SNUABM_3,273
Erwinia phage pEa_SNUABM_16,274
Erwinia phage pEa_SNUABM_17,275
Erwinia phage pEa_SNUABM_22,276
Erwinia phage pEa_SNUABM_30,277
Erwinia phage pEa_SNUABM_32,278
Erwinia phage pEa_SNUABM_33,279
Streptococcus phage 20617 complete prophage genome,280
Streptococcus phage ALQ13.2,281
Streptococcus phage 858,282
Streptococcus phage 2972,283
Streptococcus phage 01205,284
Streptococcus phage CHPC640,285
Streptococcus phage CHPC869,286
Streptococcus phage CHPC951,287
Streptococcus phage CHPC952,288
Streptococcus phage CHPC1042,289
Streptococcus phage CHPC1109,290
Streptococcus phage CHPC1152,291
Streptococcus phage CHPC1230,292
Streptococcus phage CHPC1246,293
Streptococcus phage CHPC1248,294
Streptococcus phage P4761,295
Streptococcus phage P7571,296
Streptococcus phage P7951,297
Streptococcus phage P7952,298
Streptococcus phage P7953,299
Streptococcus phage P7954,300
Streptococcus phage P9853,301
Streptococcus phage Sfi11,302
Streptococcus phage SW13,303
Streptococcus phage SW14,304
Streptococcus phage SW15,305
Streptococcus phage SW18,306
Streptococcus phage SW1151,307
Streptococcus phage TP J34 complete genome,308
MAG: Streptococcus phage VS 2018a,309
Streptococcus phage Abc2,310
Streptococcus phage B0,311
Streptococcus phage CHPC572,312
Streptococcus phage CHPC595,313
Streptococcus phage CHPC642,314
Streptococcus phage CHPC873,315
Streptococcus phage CHPC875,316
Streptococcus phage CHPC877,317
Streptococcus phage CHPC879,318
Streptococcus phage CHPC919,319
Streptococcus phage CHPC925,320
Streptococcus phage CHPC927,321
Streptococcus phage CHPC930,322
Streptococcus phage CHPC950,323
Streptococcus phage CHPC979,324
Streptococcus phage CHPC1005,325
Streptococcus phage CHPC1027,326
Streptococcus phage CHPC1029,327
Streptococcus phage CHPC1033,328
Streptococcus phage CHPC1041,329
Streptococcus phage CHPC1045,330
Streptococcus phage CHPC1046,331
Streptococcus phage CHPC1067,332
Streptococcus phage CHPC1091,333
Streptococcus phage CHPC1148,334
Streptococcus phage D1024,335
Streptococcus phage D1811,336
Streptococcus phage D4276,337
Streptococcus phage DT1,338
Streptococcus phage L5A1,339
Streptococcus phage MM25,340
Streptococcus phage 73,341
Streptococcus phage 128,342
Streptococcus phage 7201,343
Streptococcus phage 7A5,344
Streptococcus phage P0091,345
Streptococcus phage P3681,346
Streptococcus phage P3684,347
Streptococcus phage P5651,348
Streptococcus phage P7132,349
Streptococcus phage P7133,350
Streptococcus phage P7134,351
Streptococcus phage P7151,352
Streptococcus phage P7152,353
Streptococcus phage P7154,354
Streptococcus phage P7574,355
Streptococcus phage P7601,356
Streptococcus phage P7631,357
Streptococcus phage P7632,358
Streptococcus phage P7633,359
Streptococcus phage P9851,360
Streptococcus phage P9901,361
Streptococcus phage P9902,362
Streptococcus phage P9903,363
Streptococcus phage Sfi19,364
Streptococcus phage Sfi21,365
Streptococcus phage STP1,366
Streptococcus phage SW1,367
Streptococcus phage SW3,368
Streptococcus phage SW6,369
Streptococcus phage SW7,370
Streptococcus phage SW8,371
Streptococcus phage SW11,372
Streptococcus phage SW12,373
Streptococcus phage SWK6,374
Streptococcus phage vB_SthS_VA214,375
Streptococcus phage vB_SthS_VA460,376
Streptococcus phage 5093,377
Streptococcus phage CHPC1198,378
Streptococcus phage CHPC1151,379
Streptococcus phage CHPC1282,380
Streptococcus phage P0093,381
Streptococcus phage P0095,382
Streptococcus phage SW4,383
Streptococcus phage SW19,384
Streptococcus phage SW24,385
Streptococcus phage SW27,386
Atrato Chu like virus 5 strain Psal 1739 1 segment L genomic sequence,387
Culverton virus RNA dependent RNA polymerase (QKN97_gp1),388
Hancheng leafhopper mivirus,389
Hymenopteran chu related virus OKIAV123 glycoprotein (QKO70_gp1),390
Hymenopteran chu related virus OKIAV126 glycoprotein (QKO71_gp1),391
Nomada lathburiana mononega like virus glycoprotein,392
Oropsylla silantiewi mononega like virus 2 nucleoprotein and RNA dependent RNA polymerase genes,393
Rhagovelia obesa mononega like virus glycoprotein gene,394
Shayang Fly Virus 1 strain SYY3 1 glycoprotein (G),395
Taiyuan leafhopper virus isolate TY1 glycoprotein (QKJ88_gp1),396
Ranid herpesvirus 1 strain McKinnell,397
Ranid herpesvirus 2 strain ATCC VR 568,398
Ranid herpesvirus 3 isolate FO1_2015,399
Anguillid herpesvirus 1,400
Cyprinid herpesvirus 1 strain NG J1,401
Cyprinid herpesvirus 3,402
Acipenserid herpesvirus 2 strain SRWSHV,403
Ictalurid herpesvirus 1 strain Auburn 1,404
Ictalurid herpesvirus 2 strain 760 94,405
Salmonid herpesvirus 1 DNA polymerase (ORF 57 58) gene,406
Garlic virus B isolate Mesi 13,407
Garlic virus D isolate GarVD SW10,408
Garlic virus X,409
Garlic virus E,410
Blackberry virus E,411
Vanilla latent virus isolate CRV2148ALL,412
Arachis pintoi virus isolate Var A RdRp,413
Alfalfa virus S isolate 98.3A,414
Botrytis virus X,415
Lolium latent virus,416
Donkey orchid symptomless virus isolate Mariginiup11,417
Citrus yellow mottle virus isolate CiYMV PS,418
Citrus yellow vein clearing virus isolate CQ,419
Indian citrus ringspot virus,420
Babaco mosaic virus isolate Tandapi,421
Bamboo mosaic virus,422
Cassava Colombian symptomless virus isolate CM5460 10 replicase (QKL02_gp1),423
Cymbidium mosaic virus,424
Allium virus X,425
Alstroemeria virus x,426
Cactus virus X,427
Cnidium virus X RNA,428
Yam virus X isolate T551,429
Hosta virus X,430
Lettuce virus X,431
Lily virus X,432
Cassava virus X isolate Ven164 RNA dependent RNA polymerase (RdRp),433
Mint virus X,434
Opuntia virus X,435
Phaius virus X,436
Pitaya virus X isolate P37,437
Actinidia virus X strain RV 3124 RNA dependent RNA polymerase,438
Potato virus X,439
Turtle grass virus X isolate TB 2016,440
Zygocactus virus X,441
Euonymus yellow mottle associated virus isolate EuYMaV BLA,442
Clover yellow mosaic virus,443
Euonymus yellow vein virus isolate LNsyA RdRp protein,444
Strawberry mild yellow edge virus,445
Hydrangea ringspot virus,446
Lagenaria mild mosaic virus RdRP,447
Potato aucuba mosaic virus,448
Cassava common mosaic virus,449
Plantago asiatica mosaic virus,450
Senna mosaic virus isolate Brazilian,451
Narcissus mosaic virus,452
Ambrosia asymptomatic virus 1 isolate 05TGP00321 putative RNA dependent RNA polymerase,453
Pepino mosaic virus,454
Foxtail mosaic virus,455
Scallion virus X,456
White clover mosaic virus,457
Sclerotinia sclerotiorum debilitation associated RNA virus,458
Allium cepa amalgavirus 1 strain AcAV1 OH1,459
Southern tomato virus,460
Zostera marina amalgavirus 2 isolate SRP035489 2,461
Rhododendron virus A,462
Spinach amalgavirus 1 isolate SRP059420 fusion protein and putative coat protein genes,463
Blueberry latent virus,464
Vicia cryptic virus M,465
Zostera marina amalgavirus 1 isolate SRP035489 1,466
Bacillus phage Andromeda,467
Bacillus phage Blastoid,468
Bacillus phage Bolokhovo,469
Bacillus phage Curly,470
Bacillus phage Eoghan,471
Bacillus phage Finn,472
Bacillus phage Glittering,473
Bacillus phage Riggi,474
Bacillus phage Taylor,475
Lepus torque teno virus 1 isolate Lag01_EL_Anello4,476
Simian torque teno virus 30 isolate VWP00522.2,477
Simian torque teno virus 34 isolate VGA00120.1,478
Simian torque teno virus 31 isolate VGA00123.3,479
Torque teno virus 26,480
Torque teno virus 25,481
Torque teno virus 1,482
Torque teno virus 2,483
Torque teno virus 3,484
Torque teno virus 4,485
Torque teno virus 5 isolate TCHN C1 Orf2 and Orf1 genes,486
Torque teno virus 7,487
Torque teno virus 9 clone BM1C 18 ORF2 (ORF2) gene,488
Torque teno virus 10,489
Torque teno virus 13 isolate TCHN A Orf2 and Orf1 genes,490
Torque teno virus 14,491
Torque teno virus 15,492
Sequence 187 from Patent WO0028039,493
Torque teno virus 20 ORF4,494
Torque teno virus 21 isolate TCHN B ORF2 and ORF1 genes,495
Torque teno virus 24 ORF4,496
Torque teno virus isolate TTV Hebei 1,497
Torque teno mini virus 1,498
Torque teno mini virus 4,499
Torque teno mini virus 5,500
Torque teno mini virus 6,501
Torque teno mini virus 8,502
Torque teno mini virus 11 isolate LIL y2 ORF2,503
Torque teno mini virus 12 isolate LIL y3 ORF2,504
TTV like mini virus isolate zhenjiang,505
Torque teno mini virus 10 strain BNI 700620 G1 CSF,506
TTV like mini virus isolate TTMV_LY1,507
Torque teno mini virus ALH8,508
MAG: Anelloviridae sp. isolate ctcf040,509
TTV like mini virus isolate TTMV_LY3,510
MAG: Anelloviridae sp. isolate ctga035,511
MAG: Anelloviridae sp. isolate ctcd026,512
TTV like mini virus strain vzttmv4,513
TTV like mini virus isolate Emory1,514
MAG: Anelloviridae sp. isolate ctbc019,515
MAG: Anelloviridae sp. isolate ctbd020,516
Torque teno mini virus ALA22,517
Torque teno mini virus 10 strain BNI 700835 G3 CSF,518
TTV like mini virus isolate Emory2,519
MAG: Anelloviridae sp. isolate ctea38,520
MAG: Anelloviridae sp. isolate ctbb016,521
Torque teno mini virus 18 isolate 222,522
MAG: Anelloviridae sp. isolate ctbi042,523
MAG: Anelloviridae sp. isolate ctei055,524
Torque teno virus Human Japan KS025 2016 DNA,525
MAG: Anelloviridae sp. isolate ctbg056,526
MAG: Anelloviridae sp. isolate ctbf014,527
Torque teno indri virus 1,528
Giant panda anellovirus strain gpan20793,529
Torque teno tupaia virus ORF3,530
Torque teno felis virus,531
Torque teno felis virus 2 isolate PRA1 ORF2,532
Torque teno ocelot virus isolate WF10,533
Torque teno felis virus Fc TTV1 isolate VS4300006,534
Paguma larvata torque teno virus Pl TTV3 complete genome,535
Torque teno midi virus 1,536
Torque teno midi virus 3 isolate 2PoSMA ORF2 and ORF1 genes,537
Torque teno midi virus 4 isolate 6PoSMA ORF2,538
Torque teno midi virus 5 DNA,539
Torque teno midi virus 6 DNA,540
Torque teno midi virus 7 DNA,541
Torque teno midi virus 8 DNA,542
Torque teno midi virus 9 DNA,543
Torque teno midi virus 11 DNA,544
Torque teno midi virus 12 DNA,545
Torque teno midi virus 13 DNA,546
Torque teno midi virus 14 DNA,547
Torque teno midi virus 15 DNA,548
Giant panda anellovirus strain gpan20806,549
Chicken anemia virus,550
Avian gyrovirus 2,551
Gyrovirus GyV7 SF,552
Gyrovirus GyV3,553
Gyrovirus Tu789,554
Gyrovirus 4,555
Gyrovirus Tu243,556
Ashy storm petrel gyrovirus isolate a12a1_528,557
Pheasant associated gyrovirus strain PAGyV1,558
Anelloviridae sp. strain vzttmv5,559
MAG: TTV like mini virus isolate SAfiA 628 47,560
MAG: TTV like mini virus isolate SAfiA 6 11,561
MAG: TTV like mini virus isolate SAfiA 326 5,562
MAG: TTV like mini virus isolate SAfiA 346 21,563
MAG: TTV like mini virus isolate SAfiA 410 3,564
Torque teno sus virus 1a,565
Torque teno sus virus k2b isolate 38E23,566
Seal anellovirus TFFN USA 2006,567
Seal anellovirus 2,568
Seal anellovirus 3,569
Torque teno Leptonychotes weddellii virus 1 isolate TTLwV 1_gt16_wsp8,570
MAG: Torque teno midi virus isolate SAfiA 405 3,571
MAG: Torque teno midi virus isolate SAfiA 87 10 ORF1 gene,572
MAG: Torque teno midi virus isolate SAfiA 350 6,573
MAG: Torque teno midi virus isolate SAfiA 573 3,574
Torque teno equus virus 1,575
Torque teno equus virus 2 strain Alberta 2018,576
Seal anellovirus 5 ORF1 gene,577
Giant panda anellovirus strain gpan20684,578
Giant panda anellovirus strain gpan21094,579
Giant panda anellovirus strain gpan20859,580
Giant panda anellovirus strain gpan20868,581
Giant panda anellovirus strain gpan20688,582
Giant panda anellovirus strain gpan21066,583
Giant panda anellovirus strain gpan21031,584
Rodent Torque teno virus 1 isolate AS_WM1_Sp_1,585
MAG: Torque teno midi virus isolate SAfiA 376 5,586
MAG: Torque teno midi virus isolate SAfiA 478 4 ORF1 gene,587
MAG: Torque teno midi virus isolate SAfiA 610 7,588
MAG: Torque teno midi virus isolate SAfiA 569 59,589
California sea lion anellovirus,590
Torque teno Arctocephalus gazella virus 1 isolate ASV20_172,591
Feline anellovirus isolate FelineAV621,592
Torque teno canis virus,593
Tick associated torque teno virus isolate tick24_1,594
Pine marten torque teno virus 1 isolate VS4700004,595
MAG: Anelloviridae sp. isolate ctdb009,596
MAG: Anelloviridae sp. isolate cthe000,597
Giant panda anellovirus strain gpan20682,598
Giant panda anellovirus strain gpan20724,599
Paguma larvata torque teno virus Pl TTV9 2 complete genome,600
MAG: Anelloviridae sp. isolate ctcf003,601
MAG: Anelloviridae sp. isolate ctcf007,602
MAG: Anelloviridae sp. isolate ctdc005,603
MAG: Anelloviridae sp. isolate ctbd010,604
MAG: Anelloviridae sp. isolate ctbb005,605
Paguma larvata torque teno virus Pl TTV9 1 complete genome,606
Rodent Torque teno virus 8 isolate 2252,607
Rodent Torque teno virus 3 isolate 2,608
Rodent Torque teno virus 7 isolate 15,609
Mosquito VEM Anellovirus SDRB A,610
Rodent Torque teno virus 2 isolate AS_WM1_Se_4,611
Torque teno didelphis albiventris virus isolate 3470,612
Torque teno Tadarida brasiliensis virus,613
MAG: TTV like mini virus isolate SAfiA 77 135,614
MAG: TTV like mini virus isolate SAfiA 574 5,615
Paguma larvata torque teno virus Pl TTV5 2 complete genome,616
Paguma larvata torque teno virus Pl TTV1 1 complete genome,617
Torque teno douroucouli virus,618
Tentweb spider associated circular virus 1 isolate BC_I1608_E1,619
Cyanoramphus nest associated circular X DNA virus,620
Dragonfly larvae associated circular virus 10 isolate DflaCV 10_NZ XZ1 LH,621
Palaemonetes sp. common grass shrimp associated circular virus isolate I0006H,622
Lake Sarah associated circular virus 11 isolate LSaCV 11 LSMU 2013,623
Pacific flying fox faeces associated circular DNA virus 3 isolate Tbat_38855,624
Littorina sp. associated circular virus isolate I0041,625
Wenling frogfish arenavirus 2 strain XYHYG24857 segment L,626
MAG: Salmon pescarenavirus 1 isolate G518 segment L RNA dependent RNA polymerase gene,627
MAG: Salmon pescarenavirus 2 isolate B1228 segment L RNA dependent RNA polymerase gene,628
Wenling frogfish arenavirus 1 strain XYHYG11303 segment L,629
SetPatVet virus 1 isolate N171 16_SPVV 1 segment S,630
Haartman Institute snake virus isolate 1 segment S,631
Haartman Institute snake virus 2 isolate S17 252_2 segment L RNA dependent RNA polymerase (RdRp) gene,632
Andere Heimat virus 1 isolate 1164 18_AHeV 1 segment S,633
Hartmanivirus BESV 1 isolate CR Wild5 brain segment S,634
Old schoolhouse virus 1 isolate F17 0012_1 segment S glycoprotein precursor (GPC) and nucleoprotein (NP) genes,635
Old schoolhouse virus 2 isolate Ger pool_4 segment L RNA dependent RNA polymerase (RdRp) gene,636
Veterinary Pathology Zurich virus 1 isolate S14 369 79_1 segment S glycoprotein precursor (GPC) and nucleoprotein (NP) genes,637
Veterinary Pathology Zurich virus 2 isolate Sn36_2 segment L RNA dependent RNA polymerase (RdRp) gene,638
Universidad Nacional virus 1 isolate F18 300 101_UnNV 1_L RNA dependent RNA polymerase gene,639
Allpahuayo virus segment S,640
Amapari virus segment S,641
Plateau pika virus strain O.Curzoniae YS216_2015 F segment S,642
Bear Canyon virus segment L,643
Sabia virus,644
Pichinde virus large RNA segment,645
Souris virus isolate PREDICT 05775,646
Chapare virus segment S,647
Lymphocytic choriomeningitis virus Armstrong 53b segment RNA S,648
Dandenong virus isolate 0710 2678 segment L Z protein (Z) and RNA dependent RNA polymerase (L) genes,649
Dhati Welel mammarenavirus isolate LAV2586 segment L,650
Flexal virus segment S,651
Guanarito virus segment S,652
Ippy virus segment S,653
Junin virus segment L,654
Kwanza mammarenavirus isolate ANG0206 segment L,655
Lassa virus segment S,656
Latino virus segment S,657
Loie River virus isolate R5074 Z protein (Z) and RNA dependent RNA polymerase (L) genes,658
Lujo virus segment S,659
Luna virus segment S,660
Lunk virus NKS 1 segment S,661
Machupo virus segment S,662
Mariental virus strain N27 MRMi.n9 segment S glycoprotein precursor and nucleocapsid protein genes,663
Mecsek Mountains virus strain MEMV MR1 2015 HUN L protein and Z protein genes,664
Merino Walk virus GP (GP) and NP (NP) genes,665
Mopeia virus AN20410 segment L,666
Okahandja virus strain N73 OkhMi.n4 segment S glycoprotein precursor and nucleocapsid protein genes,667
Oliveros virus segment L,668
Parana virus segment S (small),669
Pirital virus segment S,670
Mobala virus segment S,671
Rat arenavirus 1 isolate YN2013 segment L,672
Arenaviridae sp. 13ZR68 viral cRNA,673
Tacaribe virus segment L,674
Tamiami virus segment S (small),675
Tiete mammarenavirus isolate Br70_Car_per_BRA_2007 segment S,676
Whitewater Arroyo virus segment S,677
Xapuri virus strain LBCE 19881 segment L,678
Golden Gate virus segment L,679
CAS virus segment L,680
Tavallinen suomalainen mies virus clone TSMV 2_S_F15133 glycoprotein precursor and nucleoprotein genes,681
